billurls
https://mapletestimony.org/bill?id=H55
https://mapletestimony.org/bill?id=S38
https://mapletestimony.org/bill?id=H3703
https://mapletestimony.org/bill?id=H89
https://mapletestimony.org/bill?id=H3702
https://mapletestimony.org/bill?id=H95
https://mapletestimony.org/bill?id=S35
https://mapletestimony.org/bill?id=H90
